,T2M,RH2M,WS2M,ALLSKY_SFC_SW_DWN,Feel_Factor,,T2M: Air temperature at 2 meters (°C)
1/17/2020 8:00,-3.44,77.13,9.21,151.25,-3.0254171,,
1/17/2020 9:00,-3.12,75.5,9.04,316,-2.553705,,
1/17/2020 10:00,-2.56,71.74,8.73,450.95,-1.6543642,,
1/17/2020 11:00,-2.01,68.18,8.42,520.65,-0.8045849,,
1/17/2020 12:00,-1.56,65.63,8.05,529.08,-0.1340979,,
1/17/2020 13:00,-1.2,63.68,7.61,477.55,0.4142320000000004,,
1/17/2020 14:00,-1,62.64,7.06,369.52,0.7729400000000011,,
1/17/2020 15:00,-1.04,63.15,6.47,201.35,0.8155695000000005,,
1/17/2020 16:00,-1.57,67.25,5.82,43.2,0.1606087500000013,,
1/17/2020 17:00,-1.95,69.79,5.78,0,-0.37275025,,
1/17/2020 18:00,-2.15,71.35,5.82,0,-0.69037625,,
1/17/2020 19:00,-2.38,72.76,5.72,0,-0.9950384,,
1/17/2020 20:00,-2.59,73.72,5.6,0,-1.2398114,,
1/17/2020 21:00,-2.73,74.25,5.44,0,-1.37780125,,
1/17/2020 22:00,-2.95,74.96,5.27,0,-1.600786,,
1/17/2020 23:00,-3.27,75.93,5.01,0,-1.91951855,,
1/18/2020 0:00,-3.48,75.45,4.82,0,-2.0162505,,
1/18/2020 1:00,-3.61,73.7,4.53,0,-1.8963885,,
1/18/2020 2:00,-3.66,72.14,4.22,0,-1.7213432,,
1/18/2020 3:00,-3.66,70.24,3.9,0,-1.4675712,,
1/18/2020 4:00,-3.77,68.97,3.34,0,-1.31995045,,
1/18/2020 5:00,-3.91,66.75,2.53,0,-1.04927125,,
1/18/2020 6:00,-3.93,64.22,1.98,0,-0.6991603,,
1/18/2020 7:00,-3.92,62.25,1.4,7.75,-0.3755475,,
1/18/2020 8:00,-3.77,58.81,0.54,45.9,0.26097715000000055,,
1/18/2020 9:00,-3.02,58.97,1.13,121.55,0.707650800000001,,
1/18/2020 10:00,-1.81,61.71,1.92,160.65,1.2408044500000002,,
1/18/2020 11:00,-0.64,66.47,2.89,99.3,1.5740431000000006,,
1/18/2020 12:00,-0.04,73.41,3.67,57.67,1.352402300000001,,
1/18/2020 13:00,0.13,80.33,4.01,97.2,0.8826184500000012,,
1/18/2020 14:00,0.53,82.53,4.65,50.67,0.942307450000001,,
1/18/2020 15:00,1.21,82.13,5.31,20,1.4542076500000014,,
1/18/2020 16:00,1.9,82.7,5.49,13.5,2.000890000000001,,
1/18/2020 17:00,2.53,86.25,6.41,0,2.1532312500000006,,
1/18/2020 18:00,2.8,93.6,7.2,0,1.7718400000000012,,
1/18/2020 19:00,3.08,96.5,7.81,0,1.7378350000000011,,
1/18/2020 20:00,3.45,96.09,8.42,0,2.0036302500000014,,
1/18/2020 21:00,3.63,95.29,8.07,0,2.2975873500000006,,
1/18/2020 22:00,3.47,95.6,7.62,0,2.2129260000000013,,
1/18/2020 23:00,3.43,96.13,7.26,0,2.2136249500000016,,
1/19/2020 0:00,3.51,96.88,6.95,0,2.3085884000000005,,
1/19/2020 1:00,3.74,97.03,6.69,0,2.5777646000000014,,
1/19/2020 2:00,3.78,97.29,6.3,0,2.6797816,,
1/19/2020 3:00,3.56,97.15,6.06,0,2.5194845,,
1/19/2020 4:00,3.24,96.46,5.66,0,2.3272322000000014,,
1/19/2020 5:00,3.05,95.47,5.44,0,2.247276750000001,,
1/19/2020 6:00,3.02,92.56,5.76,0,2.337761600000001,,
1/19/2020 7:00,3.24,88.46,6,13.2,2.754672200000001,,
1/19/2020 8:00,3.95,85.76,5.88,116.15,3.600276000000001,,
1/19/2020 9:00,4.78,81.51,5.72,261.62,4.624475400000001,,
1/19/2020 10:00,5.46,74.36,6.16,397.67,5.5028208,,
1/19/2020 11:00,5.54,69.86,6.25,383.1,5.775299200000001,,
1/19/2020 12:00,5.49,67.94,6.18,382.35,5.842733300000002,,
1/19/2020 13:00,5.24,68.06,6.16,351.25,5.634704200000001,,
1/19/2020 14:00,4.77,70,6.31,242.25,5.11345,,
1/19/2020 15:00,4.12,72.54,6.51,125.95,4.385691400000001,,
1/19/2020 16:00,3.28,74.95,6.57,33.47,3.5118355,,
1/19/2020 17:00,2.54,77.31,6.67,0,2.6985482000000007,,
1/19/2020 18:00,2,78.84,6.86,0,2.0827500000000008,,
1/19/2020 19:00,1.49,78.52,7.12,0,1.6030014000000008,,
1/19/2020 20:00,1.03,77.27,7.37,0,1.2399520500000012,,
1/19/2020 21:00,0.53,76.06,7.49,0,0.8714299000000008,,
1/19/2020 22:00,0.08,75.71,7.6,0,0.4864399000000019,,
1/19/2020 23:00,-0.28,74.99,7.74,0,0.20506290000000127,,
1/20/2020 0:00,-0.72,74.7,7.79,0,-0.160137,,
1/20/2020 1:00,-1.35,75.81,7.84,0,-0.80923675,,
1/20/2020 2:00,-2.14,78.18,7.95,0,-1.7330336,,
1/20/2020 3:00,-3.05,81.71,7.97,0,-2.87855775,,
1/20/2020 4:00,-3.88,84.77,7.97,0,-3.9343993,,
1/20/2020 5:00,-4.48,85.8,7.92,0,-4.581662,,
1/20/2020 6:00,-4.82,86.02,7.83,0,-4.9004852,,
1/20/2020 7:00,-4.94,85.78,7.86,19.6,-4.9915976,,
1/20/2020 8:00,-4.61,84.28,7.97,149.3,-4.5517494,,
1/20/2020 9:00,-4.08,82.15,7.8,329.62,-3.8159085,,
1/20/2020 10:00,-3.32,78.51,7.53,450.55,-2.7197651,,
1/20/2020 11:00,-2.42,73.75,7.31,513.85,-1.439175,,
1/20/2020 12:00,-1.56,69.21,7.14,528.3,-0.2683193,,
1/20/2020 13:00,-0.9,65.79,6.94,473.3,0.6095870000000001,,
1/20/2020 14:00,-0.51,64,6.71,366.15,1.1199800000000004,,
1/20/2020 15:00,-0.48,64.42,6.43,201.12,1.1654362000000007,,
1/20/2020 16:00,-1.03,67.47,5.96,48.15,0.5565499500000008,,
1/20/2020 17:00,-1.59,70.43,5.79,0,-0.13120285,,
1/20/2020 18:00,-1.95,72,5.77,0,-0.5707,,
1/20/2020 19:00,-2.35,73.5,5.81,0,-1.0561125,,
1/20/2020 20:00,-2.84,75.24,5.88,0,-1.6546388,,
1/20/2020 21:00,-3.31,77.22,5.86,0,-2.2505851,,
1/20/2020 22:00,-3.79,80.07,5.79,0,-2.94314165,,
1/20/2020 23:00,-4.19,82.84,5.78,0,-3.5820378,,
1/21/2020 0:00,-4.44,84.63,5.7,0,-3.9789071,,
1/21/2020 1:00,-4.58,86.06,5.51,0,-4.2191364,,
1/21/2020 2:00,-4.67,87.53,5.27,0,-4.40922555,,
1/21/2020 3:00,-4.74,88.46,4.97,0,-4.5128372,,
1/21/2020 4:00,-4.79,88.86,4.61,0,-4.5301017,,
1/21/2020 5:00,-4.83,89.62,4.31,0,-4.5884503,,
1/21/2020 6:00,-4.87,89.56,4.06,0,-4.5697746,,
1/21/2020 7:00,-4.68,88.56,3.9,21.17,-4.2531944,,
1/21/2020 8:00,-3.61,82.71,4.17,151.95,-2.72182955,,
1/21/2020 9:00,-2.89,76.81,4.32,332.9,-1.53599245,,
1/21/2020 10:00,-2.21,72.22,4.21,453.8,-0.4988791,,
1/21/2020 11:00,-1.5,68.94,3.99,511.6,0.43528000000000144,,
1/21/2020 12:00,-0.78,66.33,3.94,518.25,1.2616268000000013,,
1/21/2020 13:00,-0.13,63.66,4.02,441.33,1.9900981000000018,,
1/21/2020 14:00,0.39,62.53,4.1,323.77,2.477859350000001,,
1/21/2020 15:00,0.65,63.68,4.08,185.95,2.600676000000001,,
1/21/2020 16:00,0.29,67.5,3.87,40.2,2.0560375000000013,,
1/21/2020 17:00,0.23,68.09,4.11,0,1.9124563500000002,,
1/21/2020 18:00,-0.06,69.35,4.22,0,1.5504520000000013,,
1/21/2020 19:00,-0.7,71.98,4.2,0,0.8024720000000003,,
1/21/2020 20:00,-1.25,73.84,4.04,0,0.20811000000000113,,
1/21/2020 21:00,-1.61,75.15,3.86,0,-0.18016575,,
1/21/2020 22:00,-1.93,75.9,3.75,0,-0.5022035,,
1/21/2020 23:00,-2.26,76.72,3.66,0,-0.8460496,,
1/22/2020 0:00,-2.5,76.94,3.58,0,-1.05989,,
1/22/2020 1:00,-2.64,77.19,3.46,0,-1.1817013,,
1/22/2020 2:00,-2.73,77.45,3.3,0,-1.25304925,,
1/22/2020 3:00,-2.82,77.68,3.18,0,-1.3297968,,
1/22/2020 4:00,-2.9,78.88,3.09,0,-1.496816,,
1/22/2020 5:00,-3,80.6,3.08,0,-1.74875,,
1/22/2020 6:00,-3.09,82.28,3.07,0,-1.9896786,,
1/22/2020 7:00,-2.96,82.79,3,16.92,-1.9073237,,
1/22/2020 8:00,-1.87,79.69,2.89,149.3,-0.61938915,,
1/22/2020 9:00,-1.01,73.01,2.55,326.83,0.7823819500000009,,
1/22/2020 10:00,-0.41,68.07,1.88,445.62,1.8324196500000012,,
1/22/2020 11:00,0.08,64.31,1.15,503.4,2.6805739000000006,,
1/22/2020 12:00,0.61,62.62,1.02,506.7,3.2616451000000013,,
1/22/2020 13:00,1.2,62.96,1.35,459,3.6394760000000006,,
1/22/2020 14:00,1.65,62.88,1.6,352.62,3.953456000000001,,
1/22/2020 15:00,1.81,65.96,1.56,207.02,3.873821800000001,,
1/22/2020 16:00,1.4,65.97,1.46,52.17,3.559861500000001,,
1/22/2020 17:00,1.44,63.36,1.39,0,3.793851200000001,,
1/22/2020 18:00,1.74,61.55,1.3,0,4.178421000000001,,
1/22/2020 19:00,2.05,59.73,1.15,0,4.57748825,,
1/22/2020 20:00,2.29,58.47,0.97,0,4.884947150000001,,
1/22/2020 21:00,2.46,57.29,0.76,0,5.136256200000001,,
1/22/2020 22:00,2.44,57.34,0.79,0,5.1116378000000005,,
1/22/2020 23:00,2.25,59.26,1.06,0,4.7828575,,
1/23/2020 0:00,2.13,60.91,1.32,0,4.525488150000001,,
1/23/2020 1:00,2.01,63.55,1.64,0,4.18593275,,
1/23/2020 2:00,1.73,67.22,2.03,0,3.6263033000000005,,
1/23/2020 3:00,1.37,71.18,2.39,0,2.9732363000000004,,
1/23/2020 4:00,1.09,73.39,2.58,0,2.536620550000001,,
1/23/2020 5:00,0.89,74.2,2.58,0,2.3052590000000004,,
1/23/2020 6:00,0.72,74.61,2.51,0,2.142308100000001,,
1/23/2020 7:00,0.71,73.63,2.37,17.05,2.2360326500000007,,
1/23/2020 8:00,1.61,72.38,2.18,113.38,3.1321199000000015,,
1/23/2020 9:00,2.59,66.59,2.27,258.4,4.3245220500000014,,
1/23/2020 10:00,3.55,62.64,2.44,341.52,5.312006,,
1/23/2020 11:00,4.42,59.67,2.52,413.33,6.1518952,,
1/23/2020 12:00,5.08,57.87,2.23,386.83,6.8167553000000005,,
1/23/2020 13:00,5.3,59.91,1.76,326.27,6.976554,,
1/23/2020 14:00,5.18,63.38,1.54,254.18,6.7491412,,
1/23/2020 15:00,4.89,62.96,1.77,127.93,6.4937492,,
1/23/2020 16:00,4.59,63.71,2,30.12,6.167986450000001,,
1/23/2020 17:00,4.55,65.48,2.12,0,6.0151069999999995,,
1/23/2020 18:00,4.65,67.17,2.05,0,6.01856525,,
1/23/2020 19:00,4.84,68,1.85,0,6.17016,,
1/23/2020 20:00,5.09,69.23,1.5,0,6.38250135,,
1/23/2020 21:00,5.34,69.67,1.15,0,6.6380254,,
1/23/2020 22:00,5.43,69.96,0.89,0,6.750545400000001,,
1/23/2020 23:00,5.5,70.15,0.71,0,6.8355749999999995,,
1/24/2020 0:00,5.44,71.52,0.66,0,6.727158400000001,,
1/24/2020 1:00,5.38,72.57,0.52,0,6.651888800000001,,
1/24/2020 2:00,5.22,73.21,0.49,0,6.489361600000001,,
1/24/2020 3:00,4.82,75.66,0.78,0,5.959861600000002,,
1/24/2020 4:00,4.45,75.3,1.26,0,5.563292500000001,,
1/24/2020 5:00,4.13,75.61,1.66,0,5.189083650000001,,
1/24/2020 6:00,3.76,77.2,2.13,0,4.680796000000001,,
1/24/2020 7:00,3.61,79.27,2.48,16.95,4.35562335,,
1/24/2020 8:00,4.45,79.82,2.75,144.4,5.015449500000002,,
1/24/2020 9:00,5.13,78.57,3.06,310.83,5.622395050000001,,
1/24/2020 10:00,6.04,77.28,2.93,427.1,6.5111616,,
1/24/2020 11:00,6.99,73.84,2.76,477.05,7.518538800000002,,
1/24/2020 12:00,7.41,74.41,2.69,479.67,7.869882050000001,,
1/24/2020 13:00,7.54,75.43,2.96,382.2,7.8885396000000005,,
1/24/2020 14:00,7.41,77.5,3.25,269.67,7.637387500000001,,
1/24/2020 15:00,6.61,81.84,3.29,148.48,6.7400532,,
1/24/2020 16:00,5.27,84.99,3.72,40,5.287982650000001,,
1/24/2020 17:00,4.73,87.11,4.26,0,4.5706441500000015,,
1/24/2020 18:00,4.7,87.85,4.71,0,4.412885000000001,,
1/24/2020 19:00,4.46,89.31,4.9,0,4.0703018,,
1/24/2020 20:00,4.3,90.48,4.91,0,3.8520720000000006,,
1/24/2020 21:00,4.23,91.49,4.9,0,3.7306873500000015,,
1/24/2020 22:00,4.22,92.31,5.12,0,3.6307926000000004,,
1/24/2020 23:00,4.16,93.85,5.19,0,3.4717505000000006,,
1/25/2020 0:00,4.14,95.15,5.24,0,3.368353,,
1/25/2020 1:00,4.2,95.9,5.63,0,3.3062650000000007,,
1/25/2020 2:00,4.22,96.69,6.33,0,3.1411474000000013,,
1/25/2020 3:00,4.09,98.09,7.07,0,2.7853570500000004,,
1/25/2020 4:00,4.05,98.7,7.3,0,2.664717500000001,,
1/25/2020 5:00,4.07,98.91,7.64,0,2.6045278500000015,,
1/25/2020 6:00,4.24,98.84,8.03,0,2.6994588000000013,,
1/25/2020 7:00,4.74,98.73,8.36,6.97,3.136173600000001,,
1/25/2020 8:00,5.47,98.18,8.65,10.2,3.8303903000000004,,
1/25/2020 9:00,6.14,97.88,8.79,22,4.479477600000001,,
1/25/2020 10:00,6.82,97.47,9.88,32.83,4.950867200000001,,
1/25/2020 11:00,7.44,97.01,9.6,32.4,5.636101700000001,,
1/25/2020 12:00,8.45,93.78,9.24,93.35,6.8089705,,
1/25/2020 13:00,9.09,93.31,9.23,51.85,7.44306095,,
1/25/2020 14:00,9.02,95.91,9.09,31.25,7.3252726,,
1/25/2020 15:00,9.02,97.74,8.47,42.17,7.394116400000001,,
1/25/2020 16:00,8.91,99.22,6.93,32.28,7.5479811,,
1/25/2020 17:00,8.37,100,4.87,0,7.395999999999999,,
1/25/2020 18:00,8.2,98.4,5.26,0,7.2034400000000005,,
1/25/2020 19:00,7.48,97.09,6.79,0,6.2343551,,
1/25/2020 20:00,5.87,98.28,6.24,0,4.7036398,,
1/25/2020 21:00,4.86,97.86,6.3,0,3.713462800000001,,
1/25/2020 22:00,4.11,96.91,5.81,0,3.124578050000001,,
1/25/2020 23:00,3.69,95.17,5.27,0,2.923167650000001,,
1/26/2020 0:00,3.37,94.46,4.99,0,2.711131100000001,,
1/26/2020 1:00,3.05,95.16,4.61,0,2.4327990000000006,,
1/26/2020 2:00,2.96,95.38,4.49,0,2.3552314000000014,,
1/26/2020 3:00,2.79,95.68,4.2,0,2.2282295999999997,,
1/26/2020 4:00,2.6,95.7,4.09,0,2.0634350000000006,,
1/26/2020 5:00,2.38,96.14,4.04,0,1.829307600000001,,
1/26/2020 6:00,2.16,96.56,4,0,1.5934728000000005,,
1/26/2020 7:00,2.21,96.24,4.35,16.05,1.5941572000000015,,
1/26/2020 8:00,2.9,94,4.87,119.82,2.3088,,
1/26/2020 9:00,4,89.33,5.09,271.42,3.5981925000000015,,
1/26/2020 10:00,5.24,82.24,5.44,378.55,5.056516800000001,,
1/26/2020 11:00,6.07,74.14,5.58,357.55,6.1529989,,
1/26/2020 12:00,6.46,70.11,5.4,342,6.7017358,,
1/26/2020 13:00,6.71,68.72,5.15,272.8,7.020191600000001,,
1/26/2020 14:00,6.82,68.68,4.88,209.35,7.1669568,,
1/26/2020 15:00,6.61,71.35,4.43,115.18,6.967266750000001,,
1/26/2020 16:00,5.94,75.27,4.17,36.33,6.270288400000002,,
1/26/2020 17:00,5.31,77.23,4.42,0,5.576909649999999,,
1/26/2020 18:00,4.78,79.8,4.58,0,4.943892000000001,,
1/26/2020 19:00,4.1,82.34,4.63,0,4.184152,,
1/26/2020 20:00,3.59,83.91,4.68,0,3.619480450000001,,
1/26/2020 21:00,3.25,84.48,4.86,0,3.2383,,
1/26/2020 22:00,2.88,85.2,4.96,0,2.8338680000000007,,
1/26/2020 23:00,2.5,85.96,4.95,0,2.4366400000000015,,
1/27/2020 0:00,2.21,86.13,4.88,0,2.171542650000001,,
1/27/2020 1:00,2.02,86.6,4.86,0,1.967776000000001,,
1/27/2020 2:00,1.93,87.6,5.02,0,1.783274000000001,,
1/27/2020 3:00,2.08,87.76,5.34,0,1.8481144000000005,,
1/27/2020 4:00,2.27,88.34,5.63,0,1.928309900000001,,
1/27/2020 5:00,2.33,88.85,5.84,0,1.9083252500000019,,
1/27/2020 6:00,2.37,89.25,5.97,0,1.8931862500000012,,
1/27/2020 7:00,2.63,88.26,6.15,15.35,2.1664459000000003,,
1/27/2020 8:00,3.25,86.75,6.26,82,2.8178437500000006,,
1/27/2020 9:00,4.08,83.19,6.47,181.6,3.7493811000000004,,
1/27/2020 10:00,4.79,79.14,6.5,233.23,4.6040283,,
1/27/2020 11:00,5.22,75.68,6.22,279.9,5.217292800000001,,
1/27/2020 12:00,5.53,73.66,5.96,183.8,5.637483900000001,,
1/27/2020 13:00,5.87,72.42,5.73,181.12,6.033084700000001,,
1/27/2020 14:00,6.14,71.93,5.36,144.1,6.3586586,,
1/27/2020 15:00,6.15,73.58,4.82,74,6.399338500000001,,
1/27/2020 16:00,5.33,77.37,4.51,33.65,5.569344050000001,,
1/27/2020 17:00,4.62,79.27,4.76,0,4.794468200000001,,
1/27/2020 18:00,4.18,82.79,4.82,0,4.1928396,,
1/27/2020 19:00,3.72,86.16,4.74,0,3.592573600000001,,
1/27/2020 20:00,3.31,88.3,4.61,0,3.1080765000000006,,
1/27/2020 21:00,2.93,90.5,4.52,0,2.630532500000001,,
1/27/2020 22:00,2.5,92.21,4.49,0,2.1161400000000015,,
1/27/2020 23:00,2.31,90.13,4.6,0,2.051734150000001,,
1/28/2020 0:00,2.23,86.84,4.79,0,2.1601026000000005,,
1/28/2020 1:00,2.05,86.4,5.04,0,1.9732600000000002,,
1/28/2020 2:00,1.78,87.2,5.1,0,1.655488000000001,,
1/28/2020 3:00,1.64,87.39,5.2,0,1.4919053000000004,,
1/28/2020 4:00,1.52,87.93,5.2,0,1.3416773000000006,,
1/28/2020 5:00,1.62,87.8,5.34,0,1.4162480000000013,,
1/28/2020 6:00,1.76,87.19,5.42,0,1.5735967000000013,,
1/28/2020 7:00,2.06,86.07,5.62,23.08,1.8890906000000012,,
1/28/2020 8:00,2.87,81.91,5.96,135.2,2.835126850000001,,
1/28/2020 9:00,3.6,76.58,6.23,259.52,3.7580290000000005,,
1/28/2020 10:00,4.13,72.8,6.14,351.05,4.453352000000001,,
1/28/2020 11:00,4.7,70.3,5.91,359.5,5.118830000000001,,
1/28/2020 12:00,5.05,68.94,5.74,320.15,5.516343500000001,,
1/28/2020 13:00,5.12,68.4,5.75,250.23,5.600244,,
1/28/2020 14:00,4.91,69.42,5.74,156.88,5.3749421,,
1/28/2020 15:00,4.61,70.74,5.67,89.43,5.0675977,,
1/28/2020 16:00,3.85,74.47,5.37,41.15,4.2714197500000015,,
1/28/2020 17:00,3.16,76.99,5.41,0,3.513133700000001,,
1/28/2020 18:00,2.68,78.85,5.44,0,2.966961500000002,,
1/28/2020 19:00,2.18,81.31,5.46,0,2.354434400000001,,
1/28/2020 20:00,1.74,83.49,5.46,0,1.8066718000000006,,
1/28/2020 21:00,1.37,84.81,5.47,0,1.3729458500000005,,
1/28/2020 22:00,1.1,85.02,5.38,0,1.128026000000001,,
1/28/2020 23:00,0.93,84.82,5.28,0,1.0069593000000014,,
1/29/2020 0:00,0.76,84.61,5.15,0,0.893022300000001,,
1/29/2020 1:00,0.64,84.61,5.04,0,0.8051797000000009,,
1/29/2020 2:00,0.61,84.55,4.97,0,0.7963027500000013,,
1/29/2020 3:00,0.53,84.8,4.85,0,0.7278920000000011,,
1/29/2020 4:00,0.41,85.05,4.8,0,0.6085502500000015,,
1/29/2020 5:00,0.31,82.59,4.91,0,0.6867634500000005,,
1/29/2020 6:00,0.18,78.71,5.08,0,0.8408004000000016,,
1/29/2020 7:00,0.28,77.17,5.32,22.05,1.0015343000000003,,
1/29/2020 8:00,0.69,71.67,5.89,154.12,1.6638051500000004,,
1/29/2020 9:00,0.89,66.69,5.76,303.58,2.2314200500000005,,
1/29/2020 10:00,1.29,63.35,5.33,426.08,2.8868057500000006,,
1/29/2020 11:00,1.84,61.12,5.01,547.05,3.5452144000000017,,
1/29/2020 12:00,2.43,59.91,4.88,561.88,4.1153746500000015,,
1/29/2020 13:00,2.99,59.49,4.87,512.55,4.580485550000001,,
1/29/2020 14:00,3.41,59.83,4.94,407.5,4.87216915,,
1/29/2020 15:00,3.43,62.88,4.87,256.7,4.716051200000001,,
1/29/2020 16:00,2.56,68.03,4.7,84.28,3.7194699000000013,,
1/29/2020 17:00,1.84,70.25,5,0,2.9114925000000014,,
1/29/2020 18:00,1.31,73.77,5.15,0,2.1828553500000014,,
1/29/2020 19:00,0.65,77.67,5.12,0,1.3269877500000007,,
1/29/2020 20:00,0.22,78.07,5.12,0,0.918382200000001,,
1/29/2020 21:00,-0.06,76.55,5.12,0,0.7938760000000009,,
1/29/2020 22:00,-0.31,76.8,5.13,0,0.5537560000000015,,
1/29/2020 23:00,-0.52,77.62,5.13,0,0.3028118000000004,,
1/30/2020 0:00,-0.68,77.82,5.17,0,0.13780820000000138,,
1/30/2020 1:00,-0.86,78.13,5.23,0,-0.0584224,,
1/30/2020 2:00,-1.05,77.89,5.32,0,-0.22304225,,
1/30/2020 3:00,-1.25,78.3,5.35,0,-0.4402375,,
1/30/2020 4:00,-1.51,80.04,5.19,0,-0.7904222,,
1/30/2020 5:00,-1.72,81.21,4.86,0,-1.0157441,,
1/30/2020 6:00,-1.85,81.54,4.62,0,-1.1139845,,
1/30/2020 7:00,-1.72,81.01,4.85,28.42,-0.9959021,,
1/30/2020 8:00,-1.23,77.5,5.02,160.82,-0.2874125,,
1/30/2020 9:00,-0.62,72.56,4.55,329.8,0.7519104000000004,,
1/30/2020 10:00,-0.01,68.49,3.68,427.6,1.7686555500000014,,
1/30/2020 11:00,0.56,65.44,2.88,492.6,2.633715200000001,,
1/30/2020 12:00,1.02,63.28,2.4,484.17,3.2624208000000015,,
1/30/2020 13:00,1.27,62.37,2.05,410.73,3.5981469500000003,,
1/30/2020 14:00,1.38,61.64,1.72,302.85,3.8040576000000015,,
1/30/2020 15:00,1.38,63.11,1.42,185.38,3.7579824000000004,,
1/30/2020 16:00,1.19,65.71,1.36,53.92,3.428199450000002,,
1/30/2020 17:00,1.18,66.78,1.58,0,3.297697200000001,,
1/30/2020 18:00,1.36,69.84,1.8,0,3.1796632000000007,,
1/30/2020 19:00,1.64,72.29,1.99,0,3.2019283,,
1/30/2020 20:00,1.99,73.53,2.11,0,3.3892683500000005,,
1/30/2020 21:00,2.36,73.65,2.14,0,3.6913895000000005,,
1/30/2020 22:00,2.64,72.86,2.11,0,3.9883422000000004,,
1/30/2020 23:00,2.87,72.11,2.03,0,4.247983850000001,,
1/31/2020 0:00,3.06,71.58,1.92,0,4.4641864,,
1/31/2020 1:00,3.2,70.87,1.74,0,4.662429500000001,,
1/31/2020 2:00,3.26,70.56,1.56,0,4.7679808,,
1/31/2020 3:00,3.23,70.69,1.5,0,4.746780350000001,,
1/31/2020 4:00,3.17,71.84,1.61,0,4.602790400000001,,
1/31/2020 5:00,3.1,73.72,1.79,0,4.389756000000001,,
1/31/2020 6:00,2.98,75.88,2.02,0,4.104243200000001,,
1/31/2020 7:00,3.13,77.66,2.15,14.05,4.097031900000001,,
1/31/2020 8:00,4.03,77.53,2.17,68.25,4.889934950000001,,
1/31/2020 9:00,4.65,75.57,2.44,157.35,5.485495250000001,,
1/31/2020 10:00,5.1,75.09,2.24,208.07,5.939846999999999,,
1/31/2020 11:00,5.46,75,2.01,341.25,6.301,,
1/31/2020 12:00,5.69,75.37,1.65,335.08,6.553446650000001,,
1/31/2020 13:00,5.66,76.21,1.24,217.75,6.568669800000001,,
1/31/2020 14:00,5.38,80.56,1.57,151.48,6.041110400000001,,
1/31/2020 15:00,4.97,84.15,2.2,85.93,5.36077775,,
1/31/2020 16:00,4.61,84.76,2.29,29.62,4.980979800000001,,
1/31/2020 17:00,4.59,85.88,2.15,0,4.929610600000001,,
1/31/2020 18:00,4.32,89.28,2.45,0,4.4302128000000005,,
1/31/2020 19:00,3.99,93.35,2.83,0,3.8084032500000022,,
1/31/2020 20:00,3.73,96.64,3.1,0,3.3090296000000006,,
1/31/2020 21:00,3.63,97.87,3.02,0,3.15334205,,
1/31/2020 22:00,3.66,98.02,2.82,0,3.2140476000000007,,
1/31/2020 23:00,3.71,97.82,2.55,0,3.3293721000000014,,
2/1/2020 0:00,3.69,98.08,2.51,0,3.3021536000000014,,
2/1/2020 1:00,3.66,98.01,2.55,0,3.2686438000000013,,
2/1/2020 2:00,3.63,97.96,2.4,0,3.2719614000000012,,
2/1/2020 3:00,3.51,97.92,2.23,0,3.189725600000001,,
2/1/2020 4:00,3.31,98.01,2.15,0,3.002474550000001,,
2/1/2020 5:00,3.15,98.04,1.96,0,2.880353,,
2/1/2020 6:00,3.04,97.72,1.77,0,2.8297084000000012,,
2/1/2020 7:00,3,97.1,1.68,14.02,2.8474250000000016,,
2/1/2020 8:00,3.13,96.16,1.86,34.88,2.9981344000000014,,
2/1/2020 9:00,3.2,95.42,1.64,84.05,3.156647000000001,,
2/1/2020 10:00,3.47,94.75,1.68,156.65,3.4524912500000013,,
2/1/2020 11:00,3.88,93.52,1.68,158.43,3.9224968000000016,,
2/1/2020 12:00,4.41,90.59,1.07,191.8,4.71820795,,
2/1/2020 13:00,4.59,89.72,1.04,105.43,4.9423114,,
2/1/2020 14:00,4.8,88.14,0.93,82.65,5.2467310000000005,,
2/1/2020 15:00,4.89,86.57,1.09,52.67,5.381842650000001,,
2/1/2020 16:00,4.73,86.92,1.23,36.75,5.1868538000000015,,
2/1/2020 17:00,4.51,87.89,1.4,0,4.89538395,,
2/1/2020 18:00,4.3,89.77,1.73,0,4.527903000000001,,
2/1/2020 19:00,4.08,91.72,1.94,0,4.166526800000001,,
2/1/2020 20:00,3.92,92.88,2.02,0,3.930312800000001,,
2/1/2020 21:00,3.77,93.98,2.13,0,3.699270300000001,,
2/1/2020 22:00,3.6,95.05,2.31,0,3.4347525000000005,,
2/1/2020 23:00,3.41,95.87,2.45,0,3.1719093500000004,,
2/2/2020 0:00,3.19,95.86,2.55,0,2.9375287000000005,,
2/2/2020 1:00,2.9,95.68,2.75,0,2.625616,,
2/2/2020 2:00,2.6,95.1,2.99,0,2.322705000000002,,
2/2/2020 3:00,2.29,94.53,3.19,0,2.0193378500000003,,
2/2/2020 4:00,2.17,93.54,3.32,0,1.9440849000000004,,
2/2/2020 5:00,2.09,93.4,3.47,0,1.846483,,
2/2/2020 6:00,1.63,94.45,3.55,0,1.3128567500000003,,
2/2/2020 7:00,1.84,94,3.8,24.12,1.4977800000000003,,
2/2/2020 8:00,2.83,90.19,4.2,155.88,2.6196548500000008,,
2/2/2020 9:00,3.89,82.08,4.23,296.7,4.089721600000001,,
2/2/2020 10:00,4.66,76.98,4.3,323.73,5.045842400000001,,
2/2/2020 11:00,5.06,74.99,4.47,303.88,5.464519200000001,,
